gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalCharges_per_month,Churn
1,0,0,1,16,1,0,0,0,0,0,1,0,1,81.0,1312.15,1,0,0,0,0,1,0,77.18529411764706,1
1,0,0,0,34,1,0,0,0,0,0,0,0,1,70.0,2416.1,1,0,0,0,1,0,0,69.03142857142856,1
0,0,1,0,5,1,1,0,1,0,0,0,0,1,79.86010280905984,413.9284046266868,1,0,0,0,0,1,0,68.98806743778114,1
0,0,1,0,50,1,1,0,1,0,0,1,1,1,103.56697346178642,5137.938027993581,1,0,0,0,0,0,0,100.64409690056158,1
0,0,0,0,1,1,0,0,0,0,0,0,1,0,79.41534869619402,79.41534869619402,1,0,0,0,0,1,0,39.70767434809701,1
1,0,1,0,71,1,1,0,0,0,0,1,1,1,93.7,6585.35,1,0,0,1,0,0,0,91.46319444444445,1
0,0,1,0,16,1,1,0,0,0,0,0,0,1,73.85,1284.2,1,0,0,0,0,0,0,75.54117647058824,1
0,0,1,0,3,1,0,0,0,0,0,0,0,0,20.0,49.65,0,1,0,0,0,0,0,12.4125,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,25.7,25.7,0,0,0,0,0,0,1,12.85,1
1,0,1,1,62,1,0,0,1,1,0,1,1,1,100.15,6283.3,1,0,0,0,0,1,0,99.73492063492064,1
0,0,1,0,63,1,0,1,0,1,0,1,1,0,99.7,6330.4,1,0,0,1,1,0,0,98.9125,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,25.173227972013414,25.173227972013414,0,0,0,0,0,1,0,12.586613986006707,1
1,1,1,0,53,1,1,0,0,0,0,0,0,0,25.1,1275.6,0,1,0,1,1,0,0,23.62222222222222,0
1,0,0,0,9,1,1,0,0,0,0,0,0,1,76.85,663.55,1,0,0,0,0,1,0,66.35499999999999,0
0,0,1,0,67,1,0,1,1,0,0,0,1,1,90.6,6056.15,1,0,1,0,1,0,0,89.06102941176471,1
0,0,0,0,54,1,1,1,0,0,0,1,1,1,101.50950339058299,5628.956295576586,1,0,0,0,0,0,0,101.48032378115843,1
0,0,0,0,13,0,0,0,0,0,0,1,1,1,54.07737576034749,707.4441845983648,0,0,0,0,0,1,0,50.1899154676923,1
0,0,0,0,25,1,1,0,0,0,0,1,0,1,84.44571410267665,2071.2634802446373,1,0,0,0,0,1,0,77.43425143796549,1
0,1,1,0,16,1,1,0,0,0,0,1,0,1,85.05,1391.15,1,0,0,0,1,0,0,81.83235294117648,0
1,0,1,0,19,1,0,1,0,0,0,0,0,1,73.2,1441.1,1,0,0,0,0,1,0,72.05499999999999,1
1,0,0,0,1,1,0,0,0,0,0,1,0,1,85.69502878692879,85.69502878692879,1,0,0,0,0,1,0,42.847514393464394,1
1,0,0,0,18,1,0,0,0,0,0,0,0,0,19.65,391.7,0,1,0,0,0,0,1,20.61578947368421,0
0,0,0,0,15,1,0,0,0,0,0,1,1,1,95.92893125840907,1509.6098709026128,1,0,0,0,0,1,0,90.03033880099964,1
0,0,0,0,44,0,0,1,0,1,0,1,1,1,54.0,2440.25,0,0,1,0,0,1,0,54.227777777777774,0
1,0,1,1,45,1,0,0,1,0,1,0,0,1,54.15,2319.8,0,0,1,0,1,0,0,50.4304347826087,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,76.23285914102725,242.01512090986196,1,0,0,0,0,1,0,60.50378022746549,1
1,1,0,0,8,1,1,0,1,1,0,1,1,1,105.5,829.55,1,0,0,0,0,1,0,92.17222222222222,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.4,19.4,0,1,0,0,0,0,1,9.7,0
1,0,0,0,10,1,1,0,1,0,0,0,0,1,80.05,830.7,1,0,0,0,0,0,0,75.51818181818182,1
0,0,0,0,6,1,0,0,1,0,0,0,0,1,90.34436397828006,523.9337006547962,1,0,0,0,0,1,0,74.84767152211374,1
1,0,0,0,4,1,0,0,0,0,0,0,0,1,46.0,193.6,0,0,0,0,0,0,1,38.72,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,85.43808068532309,85.43808068532309,1,0,0,0,0,0,1,42.71904034266154,1
0,0,1,1,5,1,0,0,0,0,0,0,0,0,19.45,86.05,0,1,0,0,0,0,1,14.341666666666667,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,0,0,0,0,0,0,1,16.7,0
1,1,1,0,3,0,0,0,1,0,0,0,0,1,30.75,82.85,0,0,0,0,0,1,0,20.7125,0
0,1,1,0,43,1,0,0,1,1,0,1,1,1,100.55,4304.0,1,0,1,0,0,0,0,97.81818181818181,0
0,0,1,0,54,1,0,1,1,0,0,1,1,1,74.55,4191.45,0,0,0,1,0,0,0,76.20818181818181,0
1,1,0,0,18,1,0,0,1,0,0,0,0,1,73.55,1359.45,1,0,0,0,0,1,0,71.55,0
0,0,0,0,3,1,0,0,0,1,0,1,1,1,99.67273303801453,295.2541562381292,1,0,0,0,0,0,0,73.8135390595323,1
1,0,0,1,43,1,0,1,1,0,0,0,1,1,63.95,2737.05,0,0,0,0,0,1,0,62.20568181818182,0
0,0,1,0,31,1,1,0,0,0,0,1,0,1,59.05,1882.8,0,0,0,0,1,0,0,58.8375,0
1,0,1,0,58,1,1,1,1,1,0,1,1,1,110.65,6526.65,1,0,1,0,1,0,0,110.62118644067796,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,82.25278515756402,82.25278515756402,1,0,0,0,0,1,0,41.12639257878201,1
1,0,0,0,53,1,0,1,1,1,1,0,1,0,99.5,5424.25,1,0,0,1,0,0,1,100.44907407407408,0
1,0,0,0,33,1,1,1,1,0,0,0,0,1,60.9,2033.85,0,0,0,0,0,0,1,59.81911764705882,0
1,0,0,0,23,1,0,0,1,0,0,0,0,0,78.0298333949227,1856.3817758034315,0,0,0,0,0,0,0,75.23703567119543,1
1,0,1,1,35,1,0,0,0,0,0,0,0,1,19.85,739.35,0,1,0,1,0,0,1,20.5375,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.1919817649905,70.1919817649905,1,0,0,0,0,1,0,35.09599088249525,1
0,0,1,0,72,1,1,1,1,1,0,0,1,1,99.15,7422.1,1,0,0,1,0,1,0,101.67260273972603,0
0,1,0,0,69,1,1,1,0,1,1,0,1,0,74.1,5031.0,0,0,0,1,1,0,0,71.87142857142857,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,79.3534174600837,79.3534174600837,1,0,0,0,0,1,0,39.67670873004185,1
0,1,1,0,17,1,1,0,0,0,0,1,1,1,94.8,1563.9,1,0,0,0,0,1,0,86.88333333333334,0
1,0,0,0,55,1,0,0,1,1,0,0,1,1,64.75,3617.1,0,0,0,1,0,0,1,64.59107142857142,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,1,0,0,0,0,1,0,34.95,0
0,0,1,1,31,0,0,1,0,0,1,0,0,0,35.4,1077.5,0,0,0,0,0,0,0,33.671875,1
1,0,1,1,35,1,0,1,0,1,1,1,1,1,106.9,3756.45,1,0,0,0,0,1,0,104.34583333333333,0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,72.64404437244416,686.857629403433,1,0,0,0,0,1,0,63.1222683109395,1
1,0,1,1,3,0,0,0,1,0,0,0,1,0,40.3,92.5,0,0,0,0,0,0,1,23.125,0
1,1,1,0,42,1,1,0,0,0,0,1,1,1,95.05,3944.5,1,0,0,0,0,1,0,91.73255813953489,0
1,0,1,1,64,1,0,0,0,0,0,0,0,0,20.2,1277.75,0,1,0,1,0,0,1,19.657692307692308,0
1,0,1,0,69,1,1,0,0,0,0,0,0,1,24.95,1718.35,0,1,0,1,1,0,0,24.54785714285714,0
0,0,0,0,2,1,0,0,0,0,0,0,0,1,85.95479980751877,179.94829188899539,1,0,0,0,0,0,0,59.98276396299846,1
0,0,0,0,13,1,0,0,1,0,0,1,0,1,97.1404328043859,1242.0841643339509,1,0,0,0,0,1,0,88.72029745242506,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.34821147375326,45.34821147375326,0,0,0,0,0,1,0,22.67410573687663,1
0,0,1,1,54,1,1,0,1,0,1,1,1,1,105.2,5637.85,1,0,1,0,0,1,0,102.50636363636364,0
1,0,0,0,70,0,0,1,1,1,1,0,0,1,44.6,3058.15,0,0,0,1,0,0,0,43.072535211267606,0
0,0,1,1,35,1,0,0,0,0,0,0,0,0,20.05,746.75,0,1,1,0,0,0,0,20.743055555555557,0
0,0,0,0,32,1,1,0,1,0,0,1,1,1,105.59805220477885,3417.043897699026,1,0,0,0,0,0,0,101.47878211623048,1
1,0,0,0,6,1,0,0,0,0,0,0,0,0,70.55,433.95,1,0,0,0,1,0,0,61.99285714285714,0
0,0,0,1,1,1,0,0,0,0,0,0,0,1,20.25,20.25,0,1,0,0,0,0,1,10.125,0
0,0,1,1,22,1,0,0,1,1,0,1,1,1,100.05,2090.25,1,0,1,0,0,0,1,90.8804347826087,0
0,0,0,0,50,1,0,0,0,0,0,0,0,0,20.15,989.05,0,1,1,0,1,0,0,19.39313725490196,0
1,0,1,0,1,1,0,0,0,0,0,0,0,1,69.4,69.4,1,0,0,0,0,0,1,34.7,1
0,0,1,1,58,1,1,0,1,0,1,1,0,1,94.7,5430.35,1,0,1,0,1,0,0,92.03983050847458,0
1,0,0,0,25,1,0,0,1,1,0,1,1,1,99.5,2369.05,1,0,0,0,0,1,0,91.1173076923077,1
1,0,1,1,46,1,0,0,0,0,0,0,0,0,20.25,890.35,0,1,0,1,0,0,0,18.943617021276598,0
1,1,1,1,32,1,1,0,0,1,0,1,0,1,91.35,2896.55,1,0,0,0,0,0,1,87.77424242424243,0
1,1,1,0,50,1,1,0,1,0,0,1,0,1,88.05,4367.35,1,0,0,0,0,1,0,85.6343137254902,1
1,0,0,0,65,1,1,0,0,0,0,0,0,0,26.5,1698.55,0,1,0,1,0,0,0,25.73560606060606,0
1,0,1,1,59,1,1,1,0,1,1,1,0,1,76.45,4519.5,0,0,0,1,0,0,1,75.325,0
0,1,1,0,69,1,1,0,1,1,0,0,1,1,95.35,6382.0,1,0,0,0,0,0,0,91.17142857142858,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,70.65883058563335,70.65883058563335,1,0,0,0,0,1,0,35.32941529281668,1
0,0,0,0,13,1,1,0,0,0,0,0,0,1,75.20589603790361,992.5867987365464,0,0,0,0,0,0,1,70.89905705261046,1
0,0,0,0,7,1,0,0,0,0,0,0,0,1,70.11404666676877,467.1880282024971,0,0,0,0,0,0,0,58.39850352531214,1
0,0,0,0,24,1,0,0,0,0,1,0,0,1,51.1,1269.6,0,0,0,0,1,0,0,50.784,0
1,0,1,0,46,1,1,0,1,1,1,1,1,1,108.9,4854.3,1,0,0,1,1,0,0,103.28297872340426,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.45,20.45,0,1,0,1,0,0,1,10.225,0
0,0,0,0,46,1,0,0,0,0,0,0,0,0,19.95,907.05,0,1,0,1,0,1,0,19.298936170212766,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,71.5020050627228,280.9527712115976,1,0,0,0,0,1,0,56.19055424231952,1
0,0,1,1,55,1,0,0,0,0,0,0,0,0,19.5,1026.35,0,1,1,0,0,0,1,18.32767857142857,0
1,0,0,1,19,1,0,1,1,1,0,0,0,1,60.6,1297.8,0,0,0,0,0,1,0,64.89,0
1,0,1,1,70,1,1,1,1,1,1,0,0,0,93.9,6579.05,1,0,0,1,0,0,0,92.66267605633803,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,60.1480278221661,60.1480278221661,0,0,0,0,0,0,0,30.07401391108305,1
1,0,1,0,72,0,0,1,1,1,0,0,1,1,49.2,3580.95,0,0,0,1,0,1,0,49.05410958904109,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,1,0,0,0,0,1,9.825,1
0,0,0,0,15,1,1,1,0,0,0,1,1,1,99.7,1566.75,1,0,0,0,0,1,0,97.921875,0
1,0,0,0,69,1,1,1,1,0,1,0,0,1,66.9,4577.9,0,0,0,1,0,0,1,65.39857142857143,0
1,0,0,0,43,1,1,0,1,1,0,1,1,1,104.6,4759.85,1,0,0,1,0,1,0,108.1784090909091,1
0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.1,25.1,0,0,0,0,0,1,0,12.55,1
1,0,0,0,25,1,0,0,0,0,0,0,0,0,19.8,475.2,0,1,0,1,1,0,0,18.276923076923076,0
1,0,0,0,59,1,1,0,0,1,0,1,1,1,105.08179788281404,6415.844232108879,1,0,1,0,0,1,0,106.32129134267879,1
1,0,0,0,42,1,0,1,1,1,1,0,1,0,73.9,3160.55,0,0,1,0,1,0,0,73.50116279069768,1
0,0,0,0,7,1,0,0,0,0,0,0,0,1,77.08752109148405,605.6205021321854,1,0,0,0,0,0,0,71.51089183351252,1
0,1,0,0,44,1,0,0,0,1,0,0,0,0,73.85,3122.4,1,0,0,0,0,1,0,69.38666666666667,0
0,0,0,0,19,1,0,0,0,0,1,1,0,1,61.55,1093.2,0,0,0,0,1,0,0,54.660000000000004,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,44.57472037359544,81.21254660440076,0,0,0,0,0,0,0,27.070848868133584,1
1,0,0,0,2,1,1,0,1,0,0,0,0,0,79.55,151.75,1,0,0,0,0,1,0,50.583333333333336,0
0,0,0,1,57,1,1,1,1,1,1,1,1,0,89.55,5012.35,0,0,0,1,0,0,1,86.4198275862069,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,66.3570507343112,94.58588401851921,0,0,0,0,0,0,0,31.528628006173072,1
1,0,0,0,63,1,1,0,1,0,0,1,1,0,97.45,6253.0,1,0,0,1,0,0,0,97.703125,0
0,0,0,0,19,1,1,0,0,1,0,0,0,0,89.60403504998642,1761.0693536631636,1,0,0,0,0,0,0,87.85054798089897,1
1,0,0,1,46,1,0,1,1,0,1,1,1,1,105.2,4822.85,1,0,1,0,0,0,0,102.61382978723405,1
0,0,1,0,72,1,1,0,1,1,1,1,1,1,110.6,7962.2,1,0,0,1,1,0,0,109.07123287671233,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,75.80723161473281,75.80723161473281,1,0,0,0,0,1,0,37.90361580736641,1
1,1,0,0,8,1,0,0,0,1,0,1,1,1,94.45,742.95,1,0,0,0,1,0,0,82.55000000000001,1
0,0,1,0,71,1,1,0,1,1,0,0,1,1,93.25,6669.45,1,0,0,0,0,0,0,92.63125,0
0,1,1,0,63,1,0,1,1,1,1,1,1,1,84.0,5329.55,0,0,1,0,0,0,0,83.27421875,0
0,0,1,1,19,1,1,0,0,1,1,1,1,0,103.3,2012.7,1,0,0,0,0,1,0,100.635,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.19932500282206,45.19932500282206,0,0,0,0,0,1,0,22.59966250141103,1
1,0,1,0,71,1,1,0,0,0,0,0,0,1,24.45,1681.6,0,1,0,1,1,0,0,23.355555555555554,0
1,0,0,0,13,1,1,0,0,0,0,1,1,1,100.21842389273885,1368.4550558300637,1,0,0,0,0,1,0,92.02510869496268,1
1,0,0,0,27,1,0,0,0,0,0,0,0,1,20.25,538.2,0,1,0,1,0,0,0,19.22142857142857,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,55.92081033163215,55.92081033163215,0,0,0,0,0,1,0,27.960405165816073,1
0,0,0,0,7,1,0,0,0,0,0,0,0,1,19.4,168.65,0,1,0,0,0,0,1,21.08125,0
0,1,0,0,12,1,1,0,0,0,0,0,0,1,73.3,828.05,1,0,0,0,1,0,0,63.69615384615384,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,49.87427079934326,111.95668711251315,0,0,0,0,0,0,0,37.31889570417105,1
0,0,1,0,36,1,1,0,0,0,0,1,0,1,94.46765544624425,3467.111616615096,1,0,0,0,0,0,0,92.2375585295929,1
0,0,0,0,23,1,0,0,1,0,0,1,0,1,91.31378823945093,2284.559490487127,1,0,0,0,0,0,0,92.07754815361392,1
1,0,1,0,43,1,0,1,0,1,1,1,1,1,78.8,3460.3,0,0,0,1,0,1,0,78.64318181818182,0
1,0,0,0,51,0,0,0,1,1,0,1,1,1,56.4,2928.5,0,0,1,0,1,0,0,56.31730769230769,0
0,0,0,0,28,1,0,0,0,0,0,0,0,1,88.37862474388494,2598.4556563367055,1,0,0,0,0,0,0,87.68612533201325,1
1,0,0,0,1,1,0,0,0,0,0,0,1,1,85.0,85.0,1,0,0,0,0,1,0,42.5,1
1,1,0,0,22,1,0,0,0,0,0,0,0,1,20.05,417.0,0,1,1,0,0,0,1,18.130434782608695,0
0,0,0,0,25,1,1,0,0,0,0,0,0,1,84.10399593690073,2061.4466764887097,1,0,0,0,0,1,0,77.3312539213154,1
1,0,0,0,3,1,1,0,0,0,1,1,0,1,63.6,155.65,0,0,0,0,0,1,0,38.9125,1
0,1,0,0,15,1,1,0,1,0,0,0,0,1,80.2,1217.25,1,0,0,0,0,1,0,76.078125,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.35374438424343,74.35374438424343,1,0,0,0,0,0,1,37.176872192121714,1
0,0,0,0,36,1,0,0,1,0,1,0,1,1,65.4,2498.4,0,0,1,0,0,0,1,67.52432432432433,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.4,20.4,0,1,0,0,0,0,1,10.2,0
0,0,0,0,10,1,0,0,0,0,0,0,0,0,78.78162694106365,814.9063676570183,1,0,0,0,0,1,0,70.12708106203182,1
0,0,1,0,30,1,1,0,0,0,0,1,1,1,94.05,2866.45,1,0,0,0,1,0,0,92.46612903225805,1
0,1,0,0,35,1,1,0,0,1,0,1,1,1,99.05,3395.8,1,0,0,0,0,1,0,94.32777777777778,1
0,0,1,1,1,1,0,0,0,0,0,0,0,1,70.81464944095248,70.81464944095248,1,0,0,0,0,0,0,35.40732472047624,1
1,0,1,1,72,1,0,1,1,1,0,1,0,1,70.65,5011.15,0,0,0,1,1,0,0,68.6458904109589,0
0,0,0,0,58,1,0,0,1,1,1,1,0,0,70.1,4048.95,0,0,0,1,0,0,0,68.62627118644068,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,75.89251806541611,159.51794037578807,0,0,0,0,0,0,0,53.17264679192936,1
1,0,0,0,22,1,1,0,0,0,0,0,0,0,76.42333625889977,1754.9750334156774,0,0,0,0,0,0,0,73.84601551530578,1
0,0,0,0,38,1,0,0,0,0,0,0,0,0,20.1,730.1,0,1,1,0,0,0,1,18.72051282051282,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,80.61947803182683,80.61947803182683,1,0,0,0,0,1,0,40.309739015913415,1
1,0,0,0,3,1,0,0,0,1,0,1,1,1,69.95,220.45,0,0,1,0,0,1,0,55.1125,0
0,1,1,0,4,1,0,0,0,0,0,0,0,1,70.2,280.35,1,0,0,0,0,1,0,56.07000000000001,0
0,0,1,0,67,1,0,1,1,1,1,1,1,1,111.05,7321.05,1,0,0,1,0,1,0,107.66250000000001,0
1,0,0,0,2,1,0,0,0,0,0,0,1,0,79.91392659918449,159.40819632995922,1,0,0,0,0,0,0,53.136065443319744,1
0,0,1,0,10,1,0,1,0,0,1,0,0,1,54.95,568.85,0,0,0,0,1,0,0,51.71363636363637,0
1,1,0,0,10,1,0,0,0,1,0,0,1,1,84.6,865.55,1,0,0,0,1,0,0,78.68636363636364,1
0,0,0,0,5,0,0,0,0,0,0,0,0,0,48.453799185376354,216.42689329794482,0,0,0,0,0,1,0,36.0711488829908,1
0,1,1,1,66,1,1,1,1,1,1,1,1,1,116.25,7862.25,1,0,1,0,0,1,0,117.34701492537313,0
1,1,1,0,28,1,1,0,1,1,1,1,1,1,110.85,3204.4,1,0,0,0,0,1,0,110.49655172413793,0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,1,0,0,0,0,1,10.025,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,21.2,52.05,0,1,1,0,0,0,1,13.0125,0
0,0,0,0,20,1,1,0,0,0,0,0,0,1,92.16663079913423,1846.7600531153519,1,0,0,0,0,1,0,86.36067785079462,1
0,0,0,0,13,1,1,0,0,0,0,1,0,1,95.84468197213326,1238.2587852840327,1,0,0,0,0,1,0,88.44705609171662,1
1,0,1,0,72,1,0,1,1,1,1,1,1,0,85.1,6155.4,0,0,0,1,0,0,1,84.32054794520548,0
1,0,0,0,10,1,1,0,1,1,0,0,1,1,94.85,953.45,1,0,0,0,0,1,0,86.67727272727274,1
1,0,0,0,36,0,0,0,1,0,1,0,0,1,34.85,1267.2,0,0,0,0,0,0,0,34.24864864864865,0
0,0,1,0,19,1,1,1,1,0,1,0,0,1,88.8,1672.35,1,0,0,0,1,0,0,83.61749999999999,0
0,0,1,1,52,0,0,0,1,1,1,1,0,0,50.2,2554.0,0,0,0,1,0,0,1,48.18867924528302,0
0,0,1,0,56,1,1,0,0,0,0,0,1,0,91.07469643191273,5080.510282563415,1,0,0,0,0,1,0,89.21511819846026,1
0,0,0,0,29,0,0,0,1,0,1,0,0,0,34.3,1004.75,0,0,0,0,0,1,0,33.49166666666667,0
0,0,0,0,2,1,0,0,0,0,0,0,0,1,45.0,96.45,0,0,0,0,0,0,1,32.15,1
0,0,1,0,19,1,1,0,0,0,0,1,1,1,99.14045880748957,1882.3640535530471,1,0,0,0,0,1,0,92.83937271993196,1
0,0,0,0,1,1,0,0,0,0,0,1,0,1,79.40129500890978,79.40129500890978,1,0,0,0,0,1,0,39.70064750445489,1
0,0,1,0,5,1,0,0,0,0,0,0,0,0,24.862443295198958,133.58226984611156,0,1,0,0,0,0,0,22.263711641018592,1
0,1,0,0,2,1,0,0,0,0,0,0,0,1,44.52147925228819,93.35918766345927,0,0,0,0,0,1,0,31.11972922115309,1
0,0,0,0,59,1,0,0,0,1,0,0,1,1,61.35,3645.5,0,0,1,0,0,0,0,60.75833333333333,0
0,0,0,0,24,1,0,0,1,0,0,1,1,1,99.52968716673416,2432.3865369575697,1,0,0,0,0,0,0,97.29546147830277,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.87468278642189,74.87468278642189,1,0,0,0,0,1,0,37.43734139321094,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,43.998312693559896,43.998312693559896,0,0,0,0,0,0,1,21.999156346779948,1
0,0,0,0,24,1,1,0,1,1,0,0,0,1,84.85,2048.8,1,0,0,0,0,0,0,81.95200000000001,0
0,0,0,0,17,1,0,0,0,0,0,1,0,1,89.71860128822185,1533.0248740208594,1,0,0,0,0,0,0,82.79662712608264,1
1,0,1,0,23,1,0,1,0,1,1,0,1,1,68.75,1689.45,0,0,1,0,0,0,0,70.39375,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,80.74829561071807,184.17521557647927,1,0,0,0,0,1,0,61.39173852549309,1
0,0,0,0,20,1,0,0,0,0,0,0,0,1,19.7,415.9,0,1,1,0,0,0,1,19.804761904761904,0
0,0,0,0,8,1,1,0,1,1,0,1,0,1,94.0,773.65,1,0,0,0,0,1,0,85.96111111111111,1
1,0,1,1,72,1,1,1,0,0,0,0,0,0,79.05,5730.7,1,0,0,1,0,0,0,78.5027397260274,0
1,0,1,0,28,1,0,0,0,0,0,0,1,0,90.64732533518197,2599.3804468818703,1,0,0,0,0,0,0,87.38948221427344,1
0,0,0,0,47,1,0,1,1,1,1,1,1,1,86.95,4138.9,0,0,1,0,0,0,0,86.22708333333333,0
0,0,0,0,3,1,0,0,0,0,0,0,0,1,75.01161008763121,264.81951983964706,1,0,0,0,0,1,0,54.51898569642478,1
0,0,0,0,19,1,0,0,0,1,1,0,0,1,55.0,1046.5,0,0,0,0,1,0,0,52.325,1
0,0,1,0,65,1,1,0,0,1,0,1,1,0,108.11210433781872,6947.329555609286,1,0,0,0,0,0,0,105.26256902438313,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,50.72569586929999,50.72569586929999,0,0,0,0,0,1,0,25.362847934649995,1
0,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,0,0,0,0,1,0,0,28.75357142857143,1
1,0,1,0,55,1,1,1,1,1,1,1,1,1,90.15,4916.95,0,0,1,0,0,1,0,87.80267857142857,0
1,0,1,1,34,1,0,1,1,1,0,0,0,1,60.8,2042.05,0,0,1,0,0,0,1,58.34428571428571,0
1,0,1,1,72,1,1,1,0,1,1,1,1,1,85.9,6110.75,0,0,0,1,1,0,0,83.70890410958904,0
0,0,0,0,36,1,0,0,0,0,0,0,0,1,20.35,695.85,0,1,1,0,1,0,0,18.80675675675676,0
0,0,0,0,5,0,0,0,1,0,0,1,1,1,51.0,305.95,0,0,0,0,0,0,1,50.99166666666667,1
0,0,0,0,22,1,0,0,1,1,1,0,1,1,94.95,2142.8,1,0,0,0,0,0,0,93.16521739130435,0
0,1,1,0,45,1,1,0,0,1,0,1,1,1,102.24718119117404,4681.0541407539195,1,0,0,0,0,0,0,100.46680595654148,1
1,0,0,0,2,1,0,0,0,0,0,0,0,1,70.95,137.95,1,0,0,0,0,1,0,45.98333333333333,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.02084873791555,20.02084873791555,0,1,0,0,0,0,0,10.010424368957775,1
0,0,0,0,2,1,0,1,0,1,0,0,0,0,53.45,119.5,0,0,0,0,0,1,0,39.833333333333336,0
1,1,1,0,54,1,0,0,0,1,1,1,1,1,99.1,5437.1,1,0,1,0,0,1,0,98.85636363636364,0
1,0,1,0,16,1,1,0,0,0,0,1,0,1,84.95,1378.25,1,0,0,0,0,1,0,81.07352941176471,1
1,0,0,0,50,1,1,1,0,1,1,1,1,1,82.5,4179.1,0,0,1,0,1,0,0,81.94313725490197,0
0,1,1,0,60,1,0,0,1,1,0,1,1,1,97.95,5867.0,1,0,1,0,0,1,0,96.18032786885246,0
0,0,0,0,2,1,0,0,0,0,0,0,0,1,48.74546268928963,91.42890029556719,0,0,0,0,0,0,0,30.476300098522398,1
1,0,1,1,31,1,0,1,0,1,1,1,1,1,81.15,2545.75,0,0,1,0,0,0,1,79.5546875,0
0,0,1,1,37,0,0,1,1,1,0,0,0,0,40.2,1448.8,0,0,0,0,0,0,0,38.126315789473686,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,71.65,71.65,1,0,0,0,0,1,0,35.825,1
1,0,1,0,71,1,1,0,0,0,0,0,0,0,25.6,1888.25,0,1,0,1,1,0,0,26.225694444444443,0
0,0,1,1,37,0,0,1,0,1,1,0,0,1,40.2,1525.35,0,0,1,0,0,1,0,40.14078947368421,0
0,1,1,0,1,1,1,0,0,0,0,0,0,1,74.4,74.4,1,0,0,0,0,1,0,37.2,1
1,0,0,1,34,1,0,1,1,1,0,1,1,1,105.35,3688.6,1,0,0,0,0,0,0,105.38857142857142,0
1,0,0,0,42,1,1,1,0,1,0,1,1,1,105.2,4400.75,1,0,0,0,0,1,0,102.34302325581395,1
0,0,1,1,39,1,1,0,0,0,0,0,0,1,23.8,903.8,0,1,0,1,0,0,1,22.595,0
1,0,1,1,23,1,0,0,0,0,0,0,0,1,19.65,451.55,0,1,0,1,0,0,1,18.814583333333335,0
1,0,1,0,36,1,0,0,0,0,0,0,1,0,80.4,2937.65,1,0,0,0,0,1,0,79.39594594594595,0
0,1,0,0,45,1,1,0,0,0,0,1,1,1,103.98949156535858,4702.00181656298,1,0,0,0,0,0,0,100.88471440234574,1
1,1,1,0,27,1,1,1,0,0,1,1,1,1,104.3,2867.75,1,0,0,0,0,0,0,102.41964285714286,1
1,1,1,0,14,1,1,0,1,0,0,1,1,1,100.2,1369.8,1,0,0,0,0,1,0,91.32,1
